Run,Final Fitness
1,119269194.93407005
2,65852336.09495557
3,23914738.393115964
4,95073225.80457443
5,32157275.46244211

Mean,67253354.13783163
Std Dev,36308473.275276594
Best,23914738.393115964
Worst,119269194.93407005
Total Time,328.011278629303
