Run,Final Fitness
1,17884071226.134834
2,12053044284.124872
3,14624139532.59931
4,15262802351.81197
5,14528015994.231758

Mean,14870414677.780548
Std Dev,1862877243.344176
Best,12053044284.124872
Worst,17884071226.134834
Total Time,376.2507815361023
