Run,Final Fitness
1,493062.53416435054
2,31739.192854843146
3,720897.5673038039
4,54229.421859196686
5,41061.566847913724

Mean,268198.0566060216
Std Dev,285932.59210350446
Best,31739.192854843146
Worst,720897.5673038039
Total Time,43.17599391937256
