Run,Final Fitness
1,17235.22071692139
2,23348.358187687536
3,24611.257161356334
4,22704.331735761618
5,21805.685939417246

Mean,21940.970748228825
Std Dev,2524.134476085285
Best,17235.22071692139
Worst,24611.257161356334
Total Time,189.2910714149475
