Run,Final Fitness
1,4701772044.177455
2,7036208387.512115
3,7553829403.743414
4,2774645874.9856567
5,5215273374.27728

Mean,5456345816.939184
Std Dev,1715483326.566297
Best,2774645874.9856567
Worst,7553829403.743414
Total Time,10.556217193603516
