Run,Final Fitness
1,127982880826.87775
2,125116771196.75526
3,137195203095.00128
4,135896321073.43132
5,120753202938.86017

Mean,129388875826.18515
Std Dev,6294253493.362379
Best,120753202938.86017
Worst,137195203095.00128
Total Time,11.503468990325928
