Run,Final Fitness
1,1081.5732231433608
2,790.7951482766337
3,707.790297725056
4,545.7461586241834
5,555.3864672319503

Mean,736.2582590002369
Std Dev,195.9778492684538
Best,545.7461586241834
Worst,1081.5732231433608
Total Time,15.255104064941406
