Run,Final Fitness
1,181018.8624493548
2,128537.25541683295
3,82573.1261242981
4,80644.00978999512
5,119114.52976490969

Mean,118377.55670907811
Std Dev,36697.33942552012
Best,80644.00978999512
Worst,181018.8624493548
Total Time,17.089751720428467
