Run,Final Fitness
1,31459.767282906265
2,43695.88793593414
3,20014.152572724863
4,61429.727130450185
5,23249.902572140505

Mean,35969.88749883119
Std Dev,15130.229309242965
Best,20014.152572724863
Worst,61429.727130450185
Total Time,15.902127504348755
