Run,Final Fitness
1,1935.7608658254753
2,7202.3843275648305
3,5110.418723526624
4,5811.468304421398
5,5028.224247612881

Mean,5017.651293790242
Std Dev,1726.8451041472472
Best,1935.7608658254753
Worst,7202.3843275648305
Total Time,15.959125995635986
