Run,Final Fitness
1,426846.976813773
2,165621.92461079374
3,837116.4632606676
4,636038.6114735492
5,1374218.4559655138

Mean,687968.4864248594
Std Dev,409123.7526768083
Best,165621.92461079374
Worst,1374218.4559655138
Total Time,62.483309507369995
