Run,Final Fitness
1,21788.92345518135
2,13441.325268598415
3,5836.506043719797
4,31671.273117315584
5,41954.89376270768

Mean,22938.584329504567
Std Dev,12820.925157047868
Best,5836.506043719797
Worst,41954.89376270768
Total Time,51.96945381164551
