Run,Final Fitness
1,1516.9121471489555
2,2067.1551193557107
3,1515.4698203492371
4,1406.8683351686102
5,1434.7671623615515

Mean,1588.234516876813
Std Dev,243.3895830689652
Best,1406.8683351686102
Worst,2067.1551193557107
Total Time,12.20536732673645
