Run,Final Fitness
1,4884.800107692723
2,2859.6302049480455
3,2702.1827749193503
4,2069.1290496806764
5,2116.9477855111836

Mean,2926.537984550396
Std Dev,1027.6369812310747
Best,2069.1290496806764
Worst,4884.800107692723
Total Time,70.61338806152344
