Run,Final Fitness
1,2506.5550919816264
2,2509.5088944788326
3,2511.264529535475
4,2506.705062762495
5,2503.099805861186

Mean,2507.426676923923
Std Dev,2.795243929145894
Best,2503.099805861186
Worst,2511.264529535475
Total Time,42.42417240142822
