Run,Final Fitness
1,2794.154564915451
2,2807.0375206330446
3,2769.457375274594
4,2787.280085456326
5,2780.531691936964

Mean,2787.692247643276
Std Dev,12.6487559670395
Best,2769.457375274594
Worst,2807.0375206330446
Total Time,43.287909269332886
