Run,Final Fitness
1,25556.35694848003
2,29849.10189980065
3,18660.916197011902
4,38185.364780413234
5,15847.468703158564

Mean,25619.841705772873
Std Dev,7996.361179701989
Best,15847.468703158564
Worst,38185.364780413234
Total Time,15.194976329803467
