Run,Final Fitness
1,223.79262886018765
2,204.8384333792222
3,264.9338210212969
4,289.98970913139357
5,214.78594459603912

Mean,239.66810739762792
Std Dev,32.418756677796516
Best,204.8384333792222
Worst,289.98970913139357
Total Time,14.118191719055176
