Run,Final Fitness
1,600.022178973893
2,600.0230881520426
3,600.0554155169317
4,600.0247126783098
5,600.0344899211817

Mean,600.0319770484718
Std Dev,0.01251768470630516
Best,600.022178973893
Worst,600.0554155169317
Total Time,120.06334447860718
