Run,Final Fitness
1,600.000029034867
2,600.0000615065505
3,600.0000206899703
4,600.0000287836735
5,600.0000162247807

Mean,600.0000312479684
Std Dev,1.5897923477104655e-05
Best,600.0000162247807
Worst,600.0000615065505
Total Time,9.052860975265503
