Run,Final Fitness
1,38591.1521846094
2,51203.90890047291
3,58353.26781593557
4,98486.1003318679
5,23215.91423103575

Mean,53970.068692784305
Std Dev,25262.106947221127
Best,23215.91423103575
Worst,98486.1003318679
Total Time,55.285335302352905
