Run,Final Fitness
1,1010103292.7649612
2,800128714.2126814
3,395417243.3635022
4,1143436355.5486338
5,1787279690.6982017

Mean,1027273059.3175961
Std Dev,456559988.9796262
Best,395417243.3635022
Worst,1787279690.6982017
Total Time,71.09444618225098
