Run,Final Fitness
1,3945.5173344409795
2,3943.9190403353837
3,4035.4436533599437
4,3961.4955081218723
5,3858.929635264773

Mean,3949.0610343045905
Std Dev,56.17693479988468
Best,3858.929635264773
Worst,4035.4436533599437
Total Time,56.03631043434143
