Run,Final Fitness
1,3755.5595342351867
2,3676.4661537872425
3,3666.7758188359667
4,3766.360786873706
5,3668.1176385893555

Mean,3706.6559864642913
Std Dev,44.59434538272608
Best,3666.7758188359667
Worst,3766.360786873706
Total Time,56.03911828994751
