Run,Final Fitness
1,2016.1526826006957
2,2084.9964998163946
3,2064.8784659211005
4,2009.6056388083834
5,2008.4336887953907

Mean,2036.813395188393
Std Dev,31.880384419398787
Best,2008.4336887953907
Worst,2084.9964998163946
Total Time,43.55885434150696
