Run,Final Fitness
1,400.00626457410164
2,400.0000531446555
3,400.0051188475001
4,400.08161616388406
5,400.00626982584185

Mean,400.01986451119666
Std Dev,0.030961153759477292
Best,400.0000531446555
Worst,400.08161616388406
Total Time,11.762679815292358
