Run,Final Fitness
1,1561.0477353469441
2,1427.0170853790396
3,1302.177340006513
4,1321.3613047243398
5,1317.4677308682074

Mean,1385.8142392650088
Std Dev,98.2089706447509
Best,1302.177340006513
Worst,1561.0477353469441
Total Time,26.436009645462036
