Run,Final Fitness
1,4397.051160650068
2,4239.103351166399
3,4342.191866216848
4,4181.7575776828835
5,3776.428453163908

Mean,4187.306481776022
Std Dev,218.86834994617868
Best,3776.428453163908
Worst,4397.051160650068
Total Time,35.5520224571228
