Run,Final Fitness
1,4092.857611281991
2,4164.046972360597
3,4532.256955685635
4,4181.564691837331
5,4193.295186646831

Mean,4232.804283562477
Std Dev,153.73419025515642
Best,4092.857611281991
Worst,4532.256955685635
Total Time,79.16277074813843
