Run,Final Fitness
1,104994364.10307387
2,125982297.03545852
3,97246357.68362312
4,235444060.66948903
5,124890025.3506992

Mean,137711420.96846876
Std Dev,50122762.40059553
Best,97246357.68362312
Worst,235444060.66948903
Total Time,121.13894557952881
