Run,Final Fitness
1,1420392.6071981387
2,1073323.867894323
3,284068.0560495985
4,4982456.738585362
5,437503.9965124077

Mean,1639549.0532479659
Std Dev,1721970.5777538742
Best,284068.0560495985
Worst,4982456.738585362
Total Time,116.50072646141052
