Run,Final Fitness
1,1444.026029246365
2,38397.18437905925
3,11785.826260366508
4,2079.293165921937
5,1746.2711370164775

Mean,11090.520194322107
Std Dev,14196.544735270278
Best,1444.026029246365
Worst,38397.18437905925
Total Time,126.67814564704895
