Run,Final Fitness
1,4168787192.4605803
2,4258018150.4863753
3,3056047058.739747
4,4402198336.625503
5,2754957595.863502

Mean,3728001666.8351417
Std Dev,682361819.1975607
Best,2754957595.863502
Worst,4402198336.625503
Total Time,123.51677942276001
