Run,Final Fitness
1,1600.9406287095485
2,1603.2976528219356
3,1602.9716417757475
4,1600.89888035342
5,1600.6529341354783

Mean,1601.7523475592259
Std Dev,1.1375983808027523
Best,1600.6529341354783
Worst,1603.2976528219356
Total Time,17.859591245651245
