Run,Final Fitness
1,2347.7521765890974
2,2352.047283728597
3,2222.887954407347
4,2322.9118185292355
5,2343.834749549852

Mean,2317.886796560826
Std Dev,48.54319093009406
Best,2222.887954407347
Worst,2352.047283728597
Total Time,61.78769636154175
