Run,Final Fitness
1,2401.9446397250185
2,2398.925829481144
3,2408.9166959623576
4,2377.231371717184
5,2273.4146633938662

Mean,2372.0866400559144
Std Dev,50.45973145702928
Best,2273.4146633938662
Worst,2408.9166959623576
Total Time,57.28373408317566
