Run,Final Fitness
1,2101.1326065326684
2,2100.3210269606393
3,2100.564016082254
4,2100.608751398539
5,2101.8514521973884

Mean,2100.8955706342977
Std Dev,0.5462947387072588
Best,2100.3210269606393
Worst,2101.8514521973884
Total Time,60.41457772254944
