Run,Final Fitness
1,2460676.4745863657
2,6614536.621383876
3,6747443.8954733
4,8880169.885141205
5,2023279.5373267957

Mean,5345221.282782308
Std Dev,2661922.1256964095
Best,2023279.5373267957
Worst,8880169.885141205
Total Time,30.145003080368042
