Run,Final Fitness
1,2024.3418586766823
2,3380.100664025926
3,2495.7593744160613
4,3410.8825559406787
5,1860.6391193034465

Mean,2634.344714472559
Std Dev,655.6054734487658
Best,1860.6391193034465
Worst,3410.8825559406787
Total Time,33.80403208732605
