Run,Final Fitness
1,152933.58436014745
2,124884.72506177204
3,10453.097254786671
4,300142.85496023454
5,171638.59672487088

Mean,152010.57167236233
Std Dev,92847.84842933735
Best,10453.097254786671
Worst,300142.85496023454
Total Time,43.77787780761719
