Run,Final Fitness
1,93149.87709369438
2,793737.6743463984
3,291211.8493320424
4,197987.00520721846
5,652411.1249124226

Mean,405699.50617835525
Std Dev,270325.5149054181
Best,93149.87709369438
Worst,793737.6743463984
Total Time,25.372583389282227
