Run,Final Fitness
1,127126848.82027492
2,153570571.91870236
3,61070937.59189731
4,220424909.34572935
5,124201626.17109022

Mean,137278978.76953885
Std Dev,51498369.31853778
Best,61070937.59189731
Worst,220424909.34572935
Total Time,102.84274911880493
