Run,Final Fitness
1,1281.5972634808254
2,55926.4627850538
3,1261.4852041890433
4,1271.5144135498447
5,1277.4165871361047

Mean,12203.695250681923
Std Dev,21861.384811111715
Best,1261.4852041890433
Worst,55926.4627850538
Total Time,32.58851385116577
