Run,Final Fitness
1,137264224.90568984
2,224546288.5839622
3,91069859.68403794
4,450867921.86304665
5,475226778.7935257

Mean,275795014.7660524
Std Dev,158974303.51927927
Best,91069859.68403794
Worst,475226778.7935257
Total Time,108.63938093185425
