Run,Final Fitness
1,556.3661433384864
2,538.0466525855385
3,538.872338645612
4,537.469245695447
5,548.8492870326344

Mean,543.9207334595437
Std Dev,7.493886549177078
Best,537.469245695447
Worst,556.3661433384864
Total Time,11.56627368927002
