Run,Final Fitness
1,771.0606778778287
2,782.4616451661861
3,811.6979669458046
4,823.6888933192596
5,768.0733625098317

Mean,791.3965091637822
Std Dev,22.326192067202843
Best,768.0733625098317
Worst,823.6888933192596
Total Time,13.0285005569458
