Run,Final Fitness
1,896.5308658408674
2,917.2727656127281
3,900.0839568822552
4,907.2103219406227
5,908.5916165232477

Mean,905.9379053599441
Std Dev,7.209734934601672
Best,896.5308658408674
Worst,917.2727656127281
Total Time,21.244794130325317
