Run,Final Fitness
1,1150.6162803341563
2,1092.271337730551
3,1083.0435321184239
4,1089.5111659761012
5,1109.4952884668605

Mean,1104.9875209252186
Std Dev,24.43383381998145
Best,1083.0435321184239
Worst,1150.6162803341563
Total Time,25.04774022102356
