Run,Final Fitness
1,857.1440935562721
2,865.0202257807299
3,874.5809207831353
4,854.2461590501127
5,849.8572737870758

Mean,860.169734591465
Std Dev,8.738416915415964
Best,849.8572737870758
Worst,874.5809207831353
Total Time,24.386722326278687
