Run,Final Fitness
1,2300.374202485644
2,2300.665787022135
3,2300.5953249594677
4,2300.9099390290953
5,2300.6824206673678

Mean,2300.645534832742
Std Dev,0.17194334472512174
Best,2300.374202485644
Worst,2300.9099390290953
Total Time,33.85671281814575
