Run,Final Fitness
1,96332.97794550659
2,4258006.860660741
3,361075.7589636086
4,643509.0904206354
5,6631743.209588146

Mean,2398133.5795157277
Std Dev,2604195.722028313
Best,96332.97794550659
Worst,6631743.209588146
Total Time,79.32049679756165
