Run,Final Fitness
1,1503.9339742185903
2,1503.6085697296135
3,1504.1528916178056
4,1502.855197824352
5,1501.8056459376503

Mean,1503.2712558656024
Std Dev,0.8545612455997329
Best,1501.8056459376503
Worst,1504.1528916178056
Total Time,51.948766231536865
