Run,Final Fitness
1,776438840.412837
2,996351803.0413479
3,595447472.2270421
4,677412121.8976433
5,659163928.0551803

Mean,740962833.1268103
Std Dev,140275833.32378182
Best,595447472.2270421
Worst,996351803.0413479
Total Time,76.40441846847534
