Run,Final Fitness
1,2306.377435942137
2,2306.655746225778
3,2307.538928858973
4,2225.095068777713
5,2311.091163439531

Mean,2291.3516686488265
Std Dev,33.171073384556415
Best,2225.095068777713
Worst,2311.091163439531
Total Time,69.74213671684265
