Run,Final Fitness
1,2200.0494836975527
2,2202.8228889757147
3,2200.1543339284344
4,2202.013928688529
5,2200.505802530535

Mean,2201.1092875641534
Std Dev,1.1094250970167088
Best,2200.0494836975527
Worst,2202.8228889757147
Total Time,66.09611773490906
