Run,Final Fitness
1,2338.5022759249105
2,2336.1326845227254
3,2355.88580385751
4,2352.738981270782
5,2443.1172036165126

Mean,2365.275389838488
Std Dev,39.67561149793174
Best,2336.1326845227254
Worst,2443.1172036165126
Total Time,77.93754625320435
