Run,Final Fitness
1,1111.8018228655906
2,1104.1600454872755
3,1113.4967768497722
4,1108.227552310566
5,1105.4571530540786

Mean,1108.6286701134566
Std Dev,3.5764614798420657
Best,1104.1600454872755
Worst,1113.4967768497722
Total Time,79.00952982902527
