Run,Final Fitness
1,900.0054720013135
2,900.0018330605968
3,900.0087569845758
4,900.0004594077662
5,900.002302068552

Mean,900.0037647045608
Std Dev,0.0029877503693583676
Best,900.0004594077662
Worst,900.0087569845758
Total Time,21.048113107681274
