Run,Final Fitness
1,1067.1878965169255
2,1002.5046885609925
3,934.0651337436974
4,998.4300809605418
5,954.7801223787501

Mean,991.3935844321816
Std Dev,45.923509283665375
Best,934.0651337436974
Worst,1067.1878965169255
Total Time,25.846399784088135
