Run,Final Fitness
1,6423.931439962918
2,6916.926937754343
3,6689.323681021213
4,5068.279049219002
5,7577.29022211849

Mean,6535.150266015194
Std Dev,827.0017353088695
Best,5068.279049219002
Worst,7577.29022211849
Total Time,22.644758462905884
